UMAP_1,UMAP_2,Outlier_Level
15.985237,13.7548275,0
6.059599,3.4769154,0
14.155336,13.571563,0
14.1710825,13.555623,0
10.541685,-2.549229,0
14.966432,13.204551,0
14.954294,13.187474,0
14.9052925,13.1706505,0
14.944617,13.177036,0
14.945831,13.190677,0
15.181281,12.267385,0
11.540838,3.1344504,0
14.930912,13.182769,0
14.89996,13.186762,0
6.2907405,2.668366,0
12.786763,10.625647,0
14.18169,13.547074,0
6.3026514,3.0069127,0
10.818221,1.1448998,0
5.902624,3.2491586,0
8.541241,0.04480697,0
11.3164625,12.382071,0
11.405317,12.50098,0
11.422278,12.593231,0
11.247639,12.335607,0
5.623932,1.8867483,0
11.2925625,12.356475,0
12.978602,-1.3089585,0
8.521024,1.221538,0
12.829313,-1.5312201,0
11.281408,12.389382,0
11.238462,12.339831,0
6.2643647,3.0046136,0
11.307599,12.379735,0
12.9509735,-1.3592552,0
6.6054196,2.30972,0
11.314321,12.365945,0
6.0815616,3.416972,0
11.367085,12.364978,0
13.847027,5.4782643,0
11.169332,12.402025,0
12.019549,0.10180645,0
11.338402,12.444757,0
15.920802,12.649994,0
5.550912,4.3809175,0
13.73592,6.458593,1
7.9818745,5.4976454,0
10.0644455,6.574067,0
6.1930127,2.3921099,0
15.536763,12.46094,0
10.599955,0.26896703,0
8.631427,8.479868,0
5.468554,3.6755257,0
6.6483803,-3.159612,0
10.19656,-0.18198925,0
10.510078,-2.3941216,0
-1.1069523,3.8381045,3
14.387196,1.4772118,0
10.514011,3.8069284,0
8.680094,5.3909874,0
13.098157,1.7125505,0
9.893221,5.588299,0
10.088225,-1.6555116,0
8.8061285,8.045922,0
8.904431,0.08205831,0
5.99726,4.4727907,0
5.9437323,4.507228,0
11.556939,12.652779,0
15.856787,12.242754,0
12.839273,2.7715762,0
10.802397,12.631291,0
10.460857,11.111685,0
6.524195,3.7850912,0
12.925384,8.936347,0
7.7917976,-4.1363196,0
7.7050323,5.495269,0
5.7820783,1.7739334,0
12.591338,2.6627617,0
2.108796,-2.2457693,0
10.365023,5.9913254,0
9.75488,12.924702,0
6.0947533,2.3352158,0
9.093237,-3.2843277,0
11.564687,6.7504396,0
7.394873,3.4327466,0
1.9750592,-2.3950248,0
11.426077,11.1821,0
7.3670497,-1.5999244,0
15.859562,14.701345,0
9.696745,4.341306,0
10.319731,12.112016,0
12.45145,6.1069145,0
8.522999,1.2115116,0
15.277661,14.631208,0
12.020811,13.230543,0
7.087621,-4.12596,0
7.939441,5.9755726,0
11.793699,-1.8084933,0
12.443235,2.7053611,0
6.2801304,2.500364,0
8.723146,7.188558,0
5.8504815,4.5864587,0
8.558118,6.1807837,0
4.421486,-3.836284,0
5.731857,-3.7398152,0
11.98919,12.463535,0
12.993275,9.1454735,0
10.180033,-2.38291,0
3.8038116,-3.3451269,0
9.592838,-0.26552027,0
15.023903,11.6874075,0
8.502112,7.2955313,0
10.318682,11.17009,0
10.549627,12.76427,0
10.599807,10.623173,0
9.492937,0.72295517,0
13.091141,-1.0922291,0
0.30802193,-0.27646306,0
13.19894,-2.2649324,0
3.5194402,0.3696856,0
7.8557835,5.3880267,0
11.439121,12.264799,0
11.236589,12.353043,0
6.41776,3.9958353,0
11.184512,12.257265,0
11.511785,12.403848,0
12.711047,-2.4949894,0
12.284143,0.62523973,0
11.332622,12.406841,0
9.038117,4.9845595,0
9.676372,12.66747,0
12.149069,12.109655,0
13.108224,10.709484,0
7.524394,4.1952167,0
16.183653,13.209693,0
8.744069,6.0220046,0
12.968932,7.482915,0
11.753995,10.433964,0
6.176514,3.527049,0
6.27586,2.265311,0
11.644836,1.551787,0
4.869502,-1.6704638,0
15.6848135,11.500301,0
11.638069,1.5658655,0
16.039066,12.693936,0
11.836574,3.7592258,0
14.761321,11.578224,0
2.5976264,-3.169926,0
9.52404,5.930764,0
5.9511304,3.5702052,0
11.092845,12.106325,0
11.660864,1.5812125,0
11.682811,1.5439509,0
11.5161,12.3623905,0
8.842102,5.5365343,0
11.644381,1.6070018,0
11.6495,1.5729105,0
11.656771,1.5627278,0
11.216221,12.278392,0
9.181877,3.2198007,0
11.671878,1.5192432,0
11.623379,1.5692384,0
11.450323,12.304894,0
11.338613,12.417134,0
12.136833,9.551337,0
5.6189494,3.9700687,0
6.7005763,2.640647,0
13.618991,-0.7782008,0
11.17244,12.210962,0
11.168185,12.201923,0
11.30807,12.298991,0
16.479006,14.047735,0
11.327826,12.348848,0
11.100828,12.144849,0
10.701547,8.82481,0
12.954834,8.729811,0
11.674884,1.5411191,0
12.137029,12.125452,0
5.125823,3.904409,0
11.639536,1.5220801,0
11.60065,1.5259886,0
11.649853,1.5692166,0
15.747875,13.483392,0
11.395038,12.522636,0
1.2886113,-0.41292706,0
14.945011,12.706975,0
5.68601,3.9504695,0
11.347746,12.426439,0
9.037123,4.6308484,0
11.6344795,1.5089747,0
10.529322,10.681053,0
11.136451,12.079359,0
15.753563,13.644923,0
9.721717,5.8684,0
11.30648,12.258273,0
10.752474,9.174653,0
11.0828,12.079875,0
14.96799,12.241416,0
4.408691,0.9195428,0
11.626811,1.5500656,0
11.157621,11.853533,0
10.161655,3.5043843,0
6.655335,2.5831149,0
10.646985,8.585649,0
7.9665976,-1.8782121,0
12.859991,10.869062,0
14.833169,12.512369,0
14.866558,12.567718,0
10.231604,11.172648,0
9.972089,5.9250813,0
4.8757873,-3.7505624,0
1.3149455,-0.5015009,2
8.647651,-0.3649132,0
13.514958,8.727942,0
8.762758,-6.106144,0
13.698182,0.16933705,0
11.453185,3.9365504,0
-0.5987848,1.7131022,2
5.4860234,1.613605,0
11.755611,2.886732,0
9.097431,7.9091544,0
13.532842,2.040104,0
9.835863,7.4761796,0
6.0206137,-3.771505,0
11.061954,3.8434865,0
12.136311,-0.40775585,0
8.639775,-1.5912673,0
12.075124,13.149333,0
10.573124,10.607049,0
10.435272,12.629269,0
13.052179,5.7126036,0
12.42214,-3.2957337,0
7.0869966,3.4091144,0
10.016726,-0.9923678,0
5.0933475,3.9783077,0
7.9343815,6.252138,0
13.309902,8.908132,0
8.0705805,-1.8719511,0
8.617733,7.65242,0
12.617376,8.586222,0
8.54786,5.6143365,0
11.618511,1.0189714,0
15.504726,13.554007,0
11.868882,7.1831183,0
10.4046,11.547967,0
7.1509933,-4.1020603,0
14.391466,2.464484,0
11.163659,12.533382,0
11.653361,6.056795,0
6.2241817,0.3880313,0
12.26384,12.241847,0
12.514012,8.6148,0
8.205757,0.025897795,0
10.148874,12.115646,0
8.709684,0.8879934,0
10.823884,10.326278,0
9.805251,7.488055,0
9.0581875,8.537016,0
8.401853,5.5532627,0
6.1270494,4.4024625,0
10.244335,2.3685327,0
6.156321,2.2099383,0
15.450051,14.631794,0
15.772399,12.52754,0
7.124218,-4.080785,0
9.915442,-2.8525956,0
12.757812,-2.417068,0
9.778259,5.8838096,0
7.5822573,5.622439,0
13.391543,-0.44378775,0
10.317828,11.170866,0
9.783972,12.917465,0
8.447487,0.9716838,0
4.794823,3.5647118,0
11.052012,10.274415,0
8.032277,5.5575976,0
6.4662323,5.1385818,0
7.639138,3.342346,0
6.8256903,-3.0127225,0
12.6673355,2.5666373,0
4.751698,3.4991152,0
10.014556,5.589635,0
13.210711,0.34518507,0
9.833714,12.945673,0
8.405698,-0.3111711,0
10.255003,11.271058,0
11.572395,2.3967881,0
10.486954,11.508898,0
12.227371,1.924377,0
11.563315,9.041335,0
7.4697413,6.495218,0
13.950682,13.645412,0
8.25793,7.7306128,0
6.0513177,4.700755,0
10.693673,2.1265411,0
8.238757,-1.1154071,0
10.953175,12.249177,0
7.9358473,1.1686431,0
8.6556425,5.423263,0
8.728561,8.559679,0
11.499303,0.24108297,0
10.209536,12.562427,0
8.631301,1.614976,0
8.736857,4.9180927,0
12.591309,7.303102,0
